id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
32803,F,1.375,1.0625,0.475,19.83047525,8.32057825,3.96893,6.80388,9
32804,F,1.575,1.2625,0.4125,37.024447,14.4298955,8.60407325,11.056305,15
32805,M,1.35,1.0625,0.35,20.638436,7.93786,4.139027,6.80388,9
32806,I,0.85,0.6625,0.225,5.20213325,2.211261,0.680388,1.8427175,5
32807,I,1.4125,1.075,0.3625,19.09338825,8.20718025,3.81300775,6.23689,11
32808,M,1.3625,1.075,0.35,23.85610425,11.7083435,4.49339575,6.80388,8
32809,I,1.525,1.1875,0.425,24.720764,10.44679075,5.06038575,8.0796075,9
32810,F,1.5375,1.1875,0.3875,32.02076025,14.13222575,6.90310325,8.221355,10
32811,F,1.3,1.025,0.375,20.87940675,8.4198015,5.17378375,6.6621325,8
32812,I,1.125,0.8875,0.225,13.210867,5.71242425,3.1467945,3.5436875,7
32813,F,1.575,1.25,0.3625,34.529691,17.519991,6.2652395,7.654365,9
32814,F,1.025,0.7875,0.225,9.73805325,3.061746,2.25378525,2.9766975,7
32815,M,1.5,1.1875,0.425,31.19862475,14.7133905,5.8683465,7.654365,11
32816,M,1.85,1.4625,0.475,53.28288525,25.84056925,11.60912025,13.67863375,12
32817,I,0.925,0.6625,0.225,6.90310325,2.721552,1.3891255,1.984465,6
32818,I,0.4125,0.2875,0.0875,0.41106775,0.15592225,0.0850485,0.1417475,4
32819,F,1.4375,1.1625,0.375,28.2077525,10.21999475,5.76912325,7.2291225,10
32820,I,0.9375,0.7,0.225,6.13766675,2.721552,1.0489315,2.1262125,7
32821,F,1.45,1.1125,0.3625,26.138239,11.396499,5.99591925,6.73300625,15
32822,I,1.45,1.0625,0.3625,23.530085,10.7444605,4.55009475,7.29999625,10
32823,M,1.4125,1.1,0.4,23.26076475,9.6671795,5.1879585,7.37087,10
32824,F,1.225,0.875,0.3125,15.37960375,5.00368675,3.4869885,4.9611625,13
32825,F,1.55,1.225,0.3875,31.18445,13.53688625,7.27164675,8.3631025,9
32826,M,1.5625,1.2875,0.4375,34.9549335,15.77649675,7.0023265,10.3475675,11
32827,F,1.6125,1.2625,0.475,41.560367,19.1359125,8.80251975,10.19164525,14
32828,I,1.3625,1.0625,0.325,20.05727125,8.94426725,4.37999775,6.3786375,14
32829,M,1.25,0.9875,0.3,17.08057375,7.9662095,4.0539785,5.6699,9
32830,F,1.75,1.375,0.475,51.7588135,23.1048425,11.12717875,12.8990225,20
32831,M,1.1125,0.8625,0.3125,12.7289255,5.03203625,2.211261,3.92640575,9
32832,F,1.625,1.3,0.4375,35.19590425,17.179797,7.98038425,8.9300925,12
32833,I,0.9125,0.6625,0.2375,5.556502,2.4097075,1.190679,1.65844575,6
32834,M,1.7375,1.425,0.4625,53.29706,26.308336,10.8578585,12.8990225,11
32835,I,1.1,0.85,0.3,11.07047975,5.54232725,2.84912475,3.40194,8
32836,M,1.175,0.8875,0.325,13.664459,5.8683465,3.742134,4.1106775,10
32837,M,1.4125,1.125,0.4,24.6924145,10.77281,5.91087075,7.7961125,10
32838,M,1.4625,1.1625,0.4125,28.462898,9.695529,5.499803,9.922325,14
32839,M,1.3125,1.1,0.325,23.79940525,8.94426725,5.40057975,6.81805475,11
32840,M,1.475,1.2,0.4125,28.98736375,10.149121,6.56290925,9.07184,15
32841,I,1.175,0.9,0.3,15.66309875,6.73300625,3.2034935,3.96893,8
32842,M,1.5,1.2,0.3875,39.475214,19.674553,8.221355,8.3631025,10
32843,M,0.875,0.65,0.175,5.54232725,2.28213475,0.86465975,1.304077,6
32844,M,1.725,1.3,0.5125,45.7277435,18.9091165,8.83086925,13.04077,10
32845,I,1.25,1,0.35,16.8679525,7.3425205,3.58621175,5.10291,8
32846,I,1.1375,0.875,0.275,13.154168,5.71242425,2.551455,3.75630875,8
32847,I,1.2125,0.9,0.3125,14.571643,6.73300625,3.01922175,4.9611625,8
32848,M,1.475,1.125,0.3625,27.0170735,9.76640275,5.54232725,7.2291225,13
32849,M,1.3,1.0125,0.325,21.38969775,9.96484925,4.52174525,4.819415,10
32850,M,0.9125,0.6875,0.25,7.2858215,2.664853,1.37495075,2.6932025,10
32851,M,1.6875,1.3,0.4,35.87629225,17.4349425,7.86698625,9.525432,9
32852,M,1.375,1.0625,0.325,22.97726975,10.90038275,5.14543425,6.0951425,8
32853,M,1.6,1.2375,0.4,29.97959625,14.004653,5.5848515,9.7805775,11
32854,I,1.375,1.05,0.325,18.937466,8.29222875,3.8838815,5.9250455,9
32855,M,1.4875,1.175,0.375,31.70891575,14.81261375,6.81805475,8.788345,10
32856,M,1.375,1.025,0.3375,21.659018,8.958442,4.89028875,8.0796075,15
32857,F,1.5875,1.275,0.4625,41.63124075,17.7751365,8.731646,14.72756525,13
32858,I,0.45,0.375,0.125,0.793786,0.21262125,0.12757275,0.26932025,5
32859,I,0.725,0.525,0.15,2.8632995,1.20485375,0.4819415,0.850485,5
32860,F,1.5125,1.175,0.4,33.849303,15.06775925,6.95980225,8.3631025,8
32861,M,1.5,1.15,0.3125,29.766975,13.4660125,6.78970525,8.3631025,9
32862,M,1.3,0.9875,0.3125,15.8473705,8.164656,3.86970675,5.8116475,10
32863,I,1.0375,0.775,0.2375,8.71747125,3.9405805,2.11203775,2.6365035,6
32864,I,1.25,0.95,0.3125,16.3576615,7.6260155,3.81300775,4.3941725,9
32865,M,0.8625,0.7,0.25,6.30776375,2.45223175,1.644271,2.1262125,7
32866,F,1.3375,1.1,0.3375,22.21183325,10.149121,4.422522,5.8116475,8
32867,F,1.45,1.1,0.4375,34.74231225,15.32290475,7.66853975,9.25611175,10
32868,F,1.5125,1.125,0.4125,29.44095575,12.6155275,6.39281225,8.788345,12
32869,M,1.475,1.125,0.425,28.462898,14.061352,6.13766675,7.72523875,9
32870,M,1.5625,1.2125,0.3875,29.72445075,12.31785775,6.010094,11.90679,16
32871,F,1.375,1.125,0.35,28.87396575,14.04717725,6.30776375,6.917278,8
32872,F,1.6,1.3125,0.4625,44.15434625,17.123098,10.4042665,13.324265,11
32873,M,1.3,1.0625,0.375,23.643483,7.81028725,5.556502,7.93786,11
32874,F,1.3625,1.0625,0.3,19.74542675,8.17883075,4.37999775,6.0951425,11
32875,F,1.325,1.0375,0.325,22.169309,10.47514025,4.706017,5.54232725,7
32876,I,0.925,0.675,0.2375,6.8889285,2.6932025,1.37495075,1.984465,7
32877,I,1.4,1.075,0.35,23.81358,11.1980525,4.8477645,6.3219385,8
32878,M,0.8125,0.6,0.1625,3.24601775,1.5592225,0.6520385,1.09145575,7
32879,F,1.325,1.025,0.4125,19.85882475,6.56290925,4.082328,5.5281525,17
32880,F,1.55,1.2,0.4125,34.983283,17.95940825,5.443104,9.922325,12
32881,F,1.5,1.1875,0.4,31.31202275,12.94154675,7.427569,9.4970825,11
32882,F,1.55,1.2125,0.425,30.91512975,10.489315,6.08096775,10.0640725,14
32883,F,1.4875,1.1875,0.4,29.48348,12.8423235,6.36446275,8.74582075,11
32884,I,0.7375,0.5375,0.175,3.515338,1.54504775,0.8788345,0.9922325,6
32885,M,1.5875,1.225,0.475,33.89182725,13.93377925,7.597666,8.50485,17
32886,I,1.4875,1.075,0.3,19.4194075,8.164656,3.86970675,6.23689,13
32887,M,1.6,1.275,0.4,43.6298805,18.15785475,10.16329575,12.190285,11
32888,F,1.5125,1.1625,0.375,31.354547,13.777857,6.90310325,8.88756825,10
32889,I,1.25,0.9625,0.3125,18.24290325,8.9300925,4.195726,4.26659975,7
32890,M,1.175,0.875,0.2875,12.47378,5.386405,2.4097075,3.8271825,8
32891,F,1.5625,1.1625,0.3875,35.13920525,15.592225,7.9662095,8.97261675,11
32892,I,1.0125,0.7625,0.225,9.412034,4.63514325,1.9561155,2.551455,7
32893,M,1.575,1.2875,0.45,35.9755155,16.329312,8.46232575,9.2135875,11
32894,M,1.4875,1.15,0.4125,26.1098895,10.1207715,5.74077375,9.922325,12
32895,M,1.3625,1.0125,0.325,19.447757,7.824462,4.12485225,5.10291,10
32896,F,1.5875,1.25,0.45,31.56716825,14.5999925,7.0023265,9.355335,9
32897,M,1.725,1.3375,0.4375,48.23667425,20.695135,10.39009175,12.8990225,10
32898,M,1.625,1.3125,0.4375,41.71628925,19.1359125,8.9300925,11.3114505,13
32899,M,1.1625,0.925,0.3,15.43630275,6.90310325,3.40194,4.3941725,10
32900,I,0.725,0.5375,0.2125,3.6003865,1.360776,0.623689,0.850485,7
32901,F,1.65,1.325,0.475,43.21881275,16.57028275,11.963489,12.8990225,13
32902,I,1.325,1.0375,0.325,16.25843825,7.35669525,4.40834725,4.9611625,8
32903,I,1.1375,0.8375,0.2625,11.41067375,5.953395,2.438057,3.40194,7
32904,I,1.3125,1.0125,0.3,18.58309725,7.29999625,4.8477645,5.386405,8
32905,F,0.95,0.6375,0.225,6.463686,2.83495,1.6159215,1.871067,6
32906,M,1.4125,1.0625,0.3375,23.530085,11.1413535,4.91863825,5.6699,9
32907,M,1.4,1.0625,0.3625,19.504456,8.77417025,3.69960975,6.13766675,10
32908,F,1.25,0.95,0.35,16.23008875,5.783298,4.01145425,5.0745605,16
32909,M,1.1,0.8375,0.2875,10.7444605,3.92640575,2.22543575,3.5436875,15
32910,M,1.7625,1.35,0.4125,43.488133,19.0225145,10.7444605,10.886208,10
32911,M,1.4625,1.15,0.3375,25.51455,11.623295,5.40057975,7.030676,8
32912,M,1.325,1.0375,0.4625,24.26309125,7.35669525,5.6699,7.93786,14
32913,I,0.85,0.625,0.1875,5.06038575,1.88524175,1.28990225,1.2757275,6
32914,I,0.6875,0.5125,0.225,3.515338,1.54504775,0.80796075,1.13398,5
32915,M,1.7375,1.4,0.5125,49.85259575,21.262125,10.78698475,12.757275,13
32916,M,1.425,1.1625,0.3125,24.0687255,10.73028575,5.00368675,6.23689,9
32917,M,1.1625,0.925,0.3,12.37455675,5.329706,2.31048425,4.1673765,11
32918,M,1.0875,0.875,0.275,11.5382465,4.422522,2.70737725,3.685435,8
32919,I,1.025,0.8125,0.25,10.98543125,4.80524025,2.05533875,2.9766975,8
32920,M,1.575,1.2625,0.4,38.782116,16.40018575,8.20718025,10.56018875,10
32921,I,0.875,0.65,0.225,5.82582225,2.1262125,1.0489315,1.984465,6
32922,M,1.525,1.175,0.4125,31.6096925,14.64251675,7.7394135,7.7961125,10
32923,I,1.1875,0.9125,0.3,13.79203175,6.2652395,3.72795925,3.175144,7
32924,M,0.9125,0.675,0.2,5.85417175,1.871067,1.48834875,1.984465,5
32925,I,1.025,0.75,0.25,8.5331995,3.515338,1.8427175,2.4097075,6
32926,I,0.775,0.575,0.1875,3.6003865,1.54504775,0.9922325,1.360776,9
32927,F,1.5375,1.175,0.3875,31.3261975,13.4093135,7.0023265,8.1930055,11
32928,I,0.775,0.5625,0.1875,3.6003865,2.0128145,1.4458245,1.020582,6
32929,I,1.0625,0.85,0.275,10.33339275,4.5075705,2.42388225,2.6932025,14
32930,I,1.175,0.8875,0.2625,13.53688625,5.82582225,3.01922175,3.96893,8
32931,F,1.375,1.1,0.4,26.08154,9.6104805,6.0951425,8.0229085,10
32932,I,1.2,0.95,0.3375,17.349894,8.60407325,3.67126025,5.11708475,8
32933,M,1.8125,1.375,0.5,60.0725905,28.81726675,13.60776,15.30873,9
32934,F,1.25,1.0375,0.4875,23.85610425,8.0796075,5.9250455,8.0796075,12
32935,I,1.3125,1,0.325,16.40018575,6.747181,3.64291075,5.6699,13
32936,F,1.6375,1.2875,0.4125,35.5786225,17.2081465,8.5898985,9.298636,10
32937,I,1.525,1.125,0.35,23.7285315,10.489315,5.2446575,6.690482,10
32938,I,0.9375,0.6875,0.225,6.180191,2.6365035,1.14815475,2.14038725,8
32939,M,1.5875,1.25,0.4375,38.782116,16.17338975,7.9662095,11.55242125,11
32940,M,1.3875,1.075,0.3625,22.339406,7.994559,4.52174525,7.7961125,10
32941,F,1.6375,1.2875,0.4,37.54891275,19.46193175,6.6054335,9.28446125,10
32942,M,1.4625,1.125,0.4375,29.1149365,10.70193625,6.010094,11.056305,23
32943,F,1.2875,0.9875,0.35,17.84601025,6.7188315,3.6003865,5.10291,10
32944,I,0.5125,0.425,0.1625,1.304077,0.41106775,0.226796,0.396893,4
32945,I,0.6875,0.5,0.175,2.99087225,14.0330025,0.5386405,0.89300925,5
32946,I,1.1875,0.9375,0.3625,16.3009625,6.973977,3.27436725,5.2446575,10
32947,M,0.925,0.7,0.225,6.123492,3.01922175,1.757669,2.1262125,8
32948,M,1.6125,1.2375,0.425,32.2900805,15.29455525,7.994559,8.0796075,10
32949,I,0.5125,0.375,0.1375,1.020582,0.56699,0.18427175,0.4252425,4
32950,I,1.475,1.1,0.3125,26.03901575,11.63746975,5.71242425,7.1724235,8
32951,M,1.525,1.2,0.375,29.540179,9.87980075,6.95980225,7.654365,19
32952,I,1.2125,0.9375,0.35,17.67591325,6.0384435,4.15320175,6.0951425,9
32953,M,1.3,1.125,0.3875,26.138239,12.06271225,5.0745605,7.087375,10
32954,M,1.6,1.3,0.4125,39.179009,19.17843675,8.03708325,9.36950975,11
32955,I,0.925,0.725,0.25,6.4920355,2.6365035,1.587572,2.1262125,9
32956,F,1.3875,1.05,0.3625,21.999212,8.97261675,4.49339575,6.7755305,12
32957,I,1.125,0.875,0.2875,14.118051,6.73300625,2.8066005,3.96893,7
32958,I,1.125,0.875,0.325,15.5071765,6.9456275,3.95475525,3.98310475,8
32959,M,1.425,1.1625,0.375,26.2799865,12.77144975,6.22271525,7.10154975,11
32960,I,1.4125,1.1,0.4,25.9397925,12.020188,5.48562825,7.7961125,9
32961,F,1.55,1.2375,0.3875,35.4652245,16.99552525,6.4353365,9.4970825,14
32962,M,1.6125,1.275,0.425,38.385223,15.43630275,8.40562675,11.056305,13
32963,M,1.4625,1.175,0.3875,28.803092,13.947954,5.556502,8.51902475,20
32964,F,1.3,1.025,0.325,19.80212575,8.34892775,3.78465825,5.59902625,10
32965,F,1.55,1.2375,0.4,36.81182575,17.73261225,7.427569,10.61688775,12
32966,F,1.1625,0.8875,0.3,13.551061,5.2446575,2.79242575,4.3941725,10
32967,F,1.5,1.175,0.5,30.8726055,11.793392,6.8322295,8.50485,13
32968,M,1.3875,1.05,0.425,23.99785175,9.525432,6.81805475,6.9456275,9
32969,M,1.45,1.15,0.4375,27.8675585,11.4815475,5.4714535,7.654365,10
32970,F,1.5625,1.225,0.375,33.57998275,14.38737125,8.8166945,8.7599955,10
32971,M,1.4875,1.15,0.4125,29.937072,13.60776,5.51397775,9.4970825,10
32972,M,1.6,1.25,0.475,40.78075575,18.6823205,9.525432,13.324265,11
32973,I,0.4,0.2625,0.0875,0.510291,0.1417475,0.113398,0.1417475,4
32974,F,1.175,0.9125,0.2875,11.26892625,4.26659975,2.96252275,3.8271825,8
32975,F,1.8125,1.375,0.525,63.389482,31.978236,13.39513875,14.74174,11
32976,M,1.5,1.175,0.45,32.31843,13.70698325,6.973977,8.50485,10
32977,M,1.2875,1,0.325,19.09338825,7.654365,3.7704835,5.20213325,11
32978,I,1.275,0.95,0.35,18.75319425,8.34892775,4.97533725,5.386405,8
32979,M,1.5625,1.225,0.4,30.900955,11.69416875,6.917278,10.77281,10
32980,I,1.275,0.9625,0.3,16.40018575,6.73300625,3.58621175,5.2446575,7
32981,M,1.525,1.1625,0.4125,32.81454625,14.18892475,7.78193775,8.9300925,10
32982,I,1.0375,0.775,0.25,9.19941275,3.50116325,2.324659,2.6932025,6
32983,M,1.4875,1.175,0.3875,29.5118295,11.793392,5.96756975,10.3475675,13
32984,F,1.675,1.3,0.4875,47.513762,19.6462035,11.226402,11.5949455,11
32985,M,1.5875,1.275,0.4375,35.19590425,14.92601175,8.46232575,10.3475675,14
32986,M,1.2875,0.9875,0.3125,16.839603,7.83863675,3.6003865,4.3941725,9
32987,M,1.625,1.2375,0.4,35.42270025,18.15785475,4.422522,9.7805775,11
32988,M,1.6375,1.2875,0.425,36.55668025,17.08057375,8.561549,10.9145575,11
32989,M,1.5375,1.175,0.4,29.41260625,13.494362,6.59125875,8.0229085,9
32990,M,1.575,1.2125,0.4125,32.10580875,14.84096325,7.10154975,8.00873375,11
32991,M,1.225,0.95,0.35,18.10115575,8.34892775,4.025629,5.5281525,10
32992,M,1.525,1.2125,0.375,32.21920675,15.06775925,6.64795775,8.9300925,8
32993,M,1.5,1.1375,0.375,31.694741,14.35902175,6.64795775,8.77417025,8
32994,I,1.325,1.0125,0.35,19.17843675,10.16329575,3.75630875,5.953395,6
32995,F,1.325,1.1,0.375,26.86115125,10.375917,6.7755305,7.7961125,8
32996,M,1.4875,1.1875,0.5125,38.158427,14.5432935,6.78970525,12.190285,20
32997,I,1.2625,0.9625,0.3375,16.45688475,6.02426875,3.21766825,4.819415,9
32998,M,1.5625,1.2,0.425,33.55163325,17.5483405,6.5487345,8.88756825,11
32999,M,1.6125,1.2625,0.4125,37.0527965,14.74174,7.427569,11.623295,29
33000,F,1.6875,1.3375,0.4875,43.21881275,19.57532975,10.2341695,12.190285,12
33001,F,1.375,1.1,0.4125,22.566202,8.63242275,5.40057975,8.0796075,13
33002,I,1.45,1.0625,0.3875,23.5584345,12.587178,4.3941725,5.8116475,9
33003,M,1.3875,1.1,0.3625,22.41027975,9.99319875,4.66349275,6.860579,8
33004,I,0.9125,0.65,0.225,5.7549485,2.211261,1.6726205,1.5592225,7
33005,M,1.6625,1.3,0.4375,46.67745175,16.0174675,8.7599955,11.4815475,20
33006,M,1.65,1.25,0.375,35.81959325,16.51358375,8.37727725,9.07184,9
33007,M,1.6125,1.25,0.4125,37.57726225,13.08329425,8.88756825,10.0640725,11
33008,I,1.3125,1,0.3,16.3576615,6.7755305,3.30271675,5.20213325,9
33009,M,1.4875,1.1625,0.3875,29.0582375,13.08329425,6.08096775,7.7961125,10
33010,I,1.2125,0.95,0.3625,16.896302,6.9456275,3.72795925,5.2446575,9
33011,M,1.4375,1.15,0.3375,26.7902775,12.34620725,5.556502,7.030676,8
33012,I,0.7875,0.5875,0.2,5.5848515,2.11203775,1.13398,1.417475,7
33013,M,1.775,1.3875,0.4875,49.9234695,19.731252,9.8372765,12.190285,10
33014,F,1.5875,1.225,0.4125,35.6920205,16.51358375,7.44174375,8.6465975,9
33015,I,1.3125,1.025,0.3375,19.17843675,8.561549,4.252425,5.6699,10
33016,F,1.4875,1.1625,0.3625,27.91008275,13.16834275,6.23689,7.654365,15
33017,M,1.5,1.175,0.4,30.3623145,14.5432935,6.50621025,8.788345,9
33018,I,0.9625,0.75,0.25,8.06543275,3.515338,1.68679525,2.4097075,7
33019,I,1.2,0.925,0.35,14.69921575,5.71242425,3.7137845,4.3941725,10
33020,I,0.875,0.675,0.225,6.10931725,2.2963095,1.871067,1.984465,6
33021,M,1.2875,1.0125,0.35,18.597272,8.60407325,4.3941725,5.54232725,8
33022,I,1.0125,0.75,0.225,8.40562675,3.345241,1.85689225,2.26796,6
33023,M,1.5625,1.2375,0.4375,38.90968875,16.34348675,7.9662095,15.30873,16
33024,F,1.5375,1.15,0.375,28.47707275,13.19669225,5.93922025,7.12989925,9
33025,M,1.425,1.175,0.3625,27.73998575,13.60776,5.8683465,7.5126175,8
33026,M,1.225,0.925,0.275,15.252031,7.6827145,2.93417325,3.9405805,8
33027,I,0.825,0.625,0.25,7.144074,3.01922175,1.1056305,1.757669,8
33028,I,1.025,0.8,0.275,9.6104805,3.798833,1.6159215,2.83495,7
33029,F,1.5625,1.2125,0.4,35.3518265,17.1514475,8.278054,9.07184,11
33030,F,1.7,1.425,0.525,47.230267,18.2287285,11.5949455,13.60776,10
33031,F,1.4125,1.1125,0.4375,30.40483875,11.3398,7.98038425,9.7805775,10
33032,M,1.2375,0.9,0.3125,16.85377775,5.2446575,4.195726,5.386405,14
33033,M,1.325,1.0625,0.325,20.921931,7.78193775,4.479221,5.10291,8
33034,F,1.325,1.05,0.2625,18.58309725,7.35669525,5.10291,5.10291,10
33035,I,0.95,0.7,0.225,7.8528115,3.55786225,1.48834875,2.25378525,7
33036,F,1.2,0.925,0.3,16.839603,6.73300625,3.96893,5.10291,12
33037,M,1.4,1.125,0.4625,22.43862925,9.96484925,5.3013565,6.9456275,11
33038,I,1.325,1.05,0.35,21.64484325,8.391452,5.8683465,6.80388,9
33039,F,1.225,0.9375,0.3125,16.17338975,7.0590255,3.89805625,4.5642695,9
33040,M,1.55,1.2125,0.4625,37.22930075,15.37960375,8.6465975,10.0640725,14
33041,F,1.4625,1.1875,0.4625,29.937072,10.16329575,6.22271525,10.77281,18
33042,I,1.45,1.15,0.3875,24.5790165,11.396499,4.86193925,6.520385,9
33043,M,1.4875,1.1625,0.3625,22.55202725,9.70970375,5.08873525,6.87475375,7
33044,I,1.425,1.1,0.4125,24.720764,10.8578585,5.76912325,7.087375,10
33045,M,1.5875,1.2625,0.45,38.90968875,16.68368075,7.78193775,11.7650425,11
33046,I,0.925,0.675,0.2375,9.63883,4.1673765,1.48834875,2.551455,8
33047,I,0.775,0.6125,0.175,4.309124,1.91359125,0.77961125,0.850485,10
33048,M,1.4125,1.1,0.3375,22.83552225,9.6104805,5.14543425,6.6621325,10
33049,I,1.1,0.8125,0.275,10.375917,4.40834725,2.56562975,3.40194,7
33050,F,1.3,1.0125,0.3625,22.736299,6.8322295,4.89028875,7.37087,13
33051,M,0.8125,0.6125,0.225,4.5642695,2.14038725,0.680388,1.417475,6
33052,M,0.45,0.2875,0.075,0.907184,0.35436875,0.18427175,0.226796,4
33053,I,1.125,0.875,0.3125,13.097469,6.7755305,3.30271675,3.81300775,10
33054,M,1.75,1.45,0.45,50.8306535,21.36134825,11.15552825,13.04213025,11
33055,M,1.4,1.0875,0.3625,23.09066775,9.31281075,5.1879585,7.5126175,10
33056,I,1.2125,0.925,0.2875,16.51358375,7.10154975,4.422522,4.422522,8
33057,F,1.725,1.3875,0.4625,44.4236665,20.581737,9.9506745,13.324265,12
33058,M,0.85,0.625,0.2125,5.1879585,2.25378525,1.5592225,1.5592225,7
33059,M,1.5625,1.2,0.3875,30.51823675,14.16057525,6.64795775,8.6465975,9
33060,I,0.7125,0.5375,0.175,3.4302895,1.60174675,0.623689,1.13398,5
33061,I,1.1875,0.875,0.25,15.37960375,6.633783,3.005047,4.9611625,7
33062,F,1.5875,1.2375,0.375,33.8776525,14.92601175,6.8889285,8.3631025,10
33063,M,1.55,1.275,0.3875,29.0582375,14.6566915,5.51397775,6.70465675,8
33064,I,1.25,0.95,0.3875,18.92329125,8.83086925,4.309124,5.9250455,10
33065,M,1.1,0.85,0.275,10.3475675,4.195726,2.84912475,2.9766975,8
33066,I,0.5125,0.3625,0.1125,1.020582,0.3118445,0.226796,0.283495,5
33067,I,1.2625,0.975,0.2875,16.45688475,7.92368525,3.345241,4.6776675,7
33068,M,1.5125,1.175,0.4125,33.26813825,16.57028275,6.6054335,9.07184,10
33069,I,0.525,0.4625,0.125,1.31825175,0.5386405,0.340194,0.4819415,3
33070,M,1.4625,1.1625,0.3625,27.08794725,13.02659525,6.690482,6.690482,10
33071,M,1.25,1.05,0.35,19.80212575,8.164656,3.7704835,5.953395,10
33072,M,1.4125,1.1125,0.3625,24.9192105,10.716111,5.556502,6.6621325,9
33073,I,1.3625,1.025,0.3,20.87940675,9.87980075,4.025629,5.6699,8
33074,I,1.175,0.9125,0.325,16.9246515,6.81805475,2.96252275,5.783298,10
33075,M,1.6125,1.2875,0.45,37.874932,17.973583,7.69688925,10.2908685,13
33076,I,0.525,0.3,0.175,1.0489315,0.56699,0.18427175,0.3685435,6
33077,F,1.25,0.9625,0.3,16.5277585,7.0590255,3.04757125,4.819415,12
33078,F,1.4,1.1,0.35,26.138239,11.0846545,5.556502,7.2291225,9
33079,F,1.675,1.2625,0.4875,37.194544,15.762322,8.06543275,11.66581925,11
33080,M,1.4,1.1125,0.3875,27.9809565,12.34620725,5.896696,7.2291225,10
33081,F,0.9125,0.675,0.2,5.23048275,2.2963095,1.190679,1.8427175,10
33082,F,1.5,1.1625,0.3875,30.43318825,14.911837,7.3425205,8.0796075,8
33083,F,0.95,0.7,0.2625,7.10154975,3.061746,1.7293195,2.26796,11
33084,F,1.4375,1.1375,0.3375,22.55202725,11.4815475,5.783298,5.783298,10
33085,I,0.9,0.7,0.2,6.2652395,2.70737725,1.0489315,2.324659,9
33086,F,1.3125,1.075,0.4,21.432222,7.78193775,4.9044635,7.7961125,10
33087,M,1.4125,1.125,0.3125,22.92057075,10.98543125,4.53592,6.9456275,8
33088,F,1.5875,1.275,0.4625,34.65726375,15.705623,8.2497045,9.07184,10
33089,F,1.4375,1.125,0.4,25.51455,11.01378075,4.9044635,7.7961125,12
33090,F,1.4875,1.1375,0.3875,30.40483875,13.70698325,6.50621025,8.788345,11
33091,I,0.675,0.5125,0.1625,2.7499015,0.97805775,0.4819415,0.7654365,5
33092,I,0.4375,0.3125,0.1,0.66621325,0.2551455,0.15592225,0.226796,5
33093,I,0.9625,0.7625,0.2,8.3064035,3.96893,1.77184375,2.33883375,6
33094,M,1.5375,1.1875,0.3875,33.40988575,15.80484625,6.633783,8.74582075,8
33095,M,1.7125,1.3625,0.5125,42.410852,18.83824275,9.5537815,14.74174,9
33096,M,1.6375,1.275,0.5,41.4753185,16.6978555,9.979024,13.60776,14
33097,I,0.625,0.5,0.175,2.3530085,1.0489315,0.52446575,0.86465975,5
33098,I,1.5375,1.1875,0.425,28.02348075,13.62193475,5.1879585,8.788345,11
33099,M,1.4625,1.1625,0.425,28.6613445,13.834556,6.633783,8.0796075,9
33100,M,0.9625,0.725,0.225,6.6621325,2.50893075,1.31825175,1.984465,8
33101,F,1.5375,1.3125,0.4125,32.10580875,16.93882625,6.973977,8.6465975,9
33102,M,1.4,1.125,0.35,26.32251075,9.99319875,5.20213325,8.50485,12
33103,M,1.15,0.8875,0.3125,13.04077,5.8683465,3.3735905,4.1106775,11
33104,M,0.5,0.3625,0.125,0.8221355,0.35436875,0.226796,0.283495,4
33105,M,1.2875,0.95,0.3,18.80989325,10.70193625,3.86970675,5.1879585,8
33106,I,0.7875,0.575,0.225,3.41611475,1.587572,1.03475675,1.13398,7
33107,I,1.2625,1,0.375,20.19901875,9.48290775,4.7343665,6.3219385,8
33108,M,1.4,1.0625,0.4125,27.8675585,10.53183925,6.25106475,7.8528115,8
33109,F,1.525,1.125,0.425,31.127751,11.75086775,5.3013565,11.4815475,13
33110,M,0.725,0.5625,0.175,3.3168915,1.417475,1.03475675,0.9922325,4
33111,F,1.725,1.3125,0.4125,45.7277435,20.5533875,9.11436425,14.5999925,15
33112,M,0.6,0.4125,0.125,1.31825175,0.5953395,0.3685435,0.453592,6
33113,I,1.225,0.9375,0.3125,17.349894,7.087375,3.61456125,4.819415,8
33114,M,1.5625,1.2125,0.4625,31.62386725,13.02659525,8.278054,9.752228,10
33115,F,1.3,1,0.3125,18.200379,7.3992195,4.025629,5.3580555,9
33116,F,1.6,1.2875,0.4625,35.22425375,14.911837,7.6260155,10.6310625,10
33117,M,1.525,1.125,0.4,31.96406125,13.96212875,6.8322295,9.4970825,11
33118,I,1.3125,1.0375,0.3125,16.896302,7.95203475,3.40194,4.80524025,9
33119,M,1.45,1.125,0.425,26.12406425,12.82814875,6.406987,7.6827145,10
33120,I,0.825,0.5625,0.1875,4.819415,1.68679525,1.1623295,1.247378,9
33121,M,1.575,1.25,0.45,33.4807595,13.4093135,7.7961125,9.07184,13
33122,M,1.5,1.1625,0.375,31.3261975,13.11164375,7.55514175,8.3631025,10
33123,M,1.5375,1.15,0.35,28.84561625,12.99824575,5.6699,7.93786,9
33124,I,0.7375,0.55,0.15,3.55786225,1.54504775,1.190679,0.9922325,7
33125,I,1.175,0.9375,0.3125,14.9968855,6.7188315,3.10427025,4.1106775,7
